직군 정보,company_kind,mid_company_kind,big_company_kind
,날붙이수공구일반철물제조업,금속·재료·철강·요업,제조·화학
,부동산업,부동산·임대·중개,건설업
,천연혼합조제조미료제조업,식품가공·개발,제조·화학
,의료용물질의약품제조업,제약·보건·바이오,의료·제약·복지
,설탕제조업,식품가공·개발,제조·화학
,서양식음식점업,외식업·식음료,서비스업
,담배도매업,유통·무역·상사,판매∙유통
,낙농제품식용빙과류제조업,식품가공·개발,제조·화학
,포장용플라스틱성형용기제조업,석유·화학·에너지,제조·화학
,크라프트지상자용판지제조업,가구·목재·제지,제조·화학
,지주회사,기타금융,은행·금융업
,자동차차체용부품제조업,기계·설비·자동차,제조·화학
,자동차용신품부품제조업,기계·설비·자동차,제조·화학
,건축설계관련서비스업,건설·건축·토목·시공,건설업
,의약품도매업,유통·무역·상사,판매∙유통
,건축물일반청소업,시설관리·경비·용역,서비스업
,아파트건설업,건설·건축·토목·시공,건설업
,비주거용건물임대업,부동산·임대·중개,건설업
,아파트건설업,건설·건축·토목·시공,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,종합건설업,건설·건축·토목·시공,건설업
,육지동물애완동물도매업,유통·무역·상사,판매∙유통
,연료용가스제조배관공급업,기계·설비·자동차,제조·화학
,배관난방장치도매업,유통·무역·상사,판매∙유통
,배관난방공사업,환경·설비,건설업
,고체연료관련제품도매업,판매,판매∙유통
,지주회사,기타금융,은행·금융업
,시멘트제조업,금속·재료·철강·요업,제조·화학
,레미콘제조업,기계·설비·자동차,제조·화학
,비금속광물제품제조업,금속·재료·철강·요업,제조·화학
,금속단조압형분말야금제품제조업,금속·재료·철강·요업,제조·화학
,아파트건설업,건설·건축·토목·시공,건설업
,건물건설업,건설·건축·토목·시공,건설업
,골판지제조업,가구·목재·제지,제조·화학
,전기가스증기공기조절공급업,전기·전자·제어,제조·화학
,절연선케이블제조업,전기·전자·제어,제조·화학
,호텔업,호텔·여행·항공,서비스업
,광고대행업,광고·홍보·전시,미디어·디자인
,금융업,은행·금융·저축,은행·금융업
,빵류제조업,식품가공·개발,제조·화학
,골프장운영업,레저·스포츠·여가,서비스업
,작물재배업,농업·어업·광업·임업,제조·화학
,부동산개발공급업,건설·건축·토목·시공,건설업
,지주회사,기타금융,은행·금융업
,자동차신품부품제조업,기계·설비·자동차,제조·화학
,트레일러세미트레일러제조업,기계·설비·자동차,제조·화학
,자동차용신품전기장치제조업,기계·설비·자동차,제조·화학
,목재깔판류적재판제조업,가구·목재·제지,제조·화학
,비주거용건물임대업,부동산·임대·중개,건설업
,유원지테마파크운영업,레저·스포츠·여가,서비스업
,골프장운영업,레저·스포츠·여가,서비스업
,슈퍼마켓,판매,판매∙유통
,지주회사,기타금융,은행·금융업
,자동차엔진용신품부품제조업,기계·설비·자동차,제조·화학
,아파트건설업,건설·건축·토목·시공,건설업
,민박업,호텔·여행·항공,서비스업
,아파트건설업,건설·건축·토목·시공,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,비주거용건물개발공급업,건설·건축·토목·시공,건설업
,상품종합도매업,유통·무역·상사,판매∙유통
,화학제품제조업,석유·화학·에너지,제조·화학
,비주거용건물건설업,건설·건축·토목·시공,건설업
,박물관운영업,레저·스포츠·여가,서비스업
,수상화물취급업,운송·운수·물류,판매∙유통
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,건축설계관련서비스업,건설·건축·토목·시공,건설업
,비철금속제련정련합금제조업,기계·설비·자동차,제조·화학
,골프장운영업,레저·스포츠·여가,서비스업
,동물용사료조제식품제조업,기타제조업,제조·화학
,사업시설유지관리서비스업,시설관리·경비·용역,서비스업
,자동차신품판매업,판매,판매∙유통
,육류가공업,식품가공·개발,제조·화학
,육류가공업,식품가공·개발,제조·화학
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,종이원지판지종이상자도매업,유통·무역·상사,판매∙유통
,부동산중개대리업,부동산·임대·중개,건설업
,건축기술엔지니어링관련기술서비스업,건설·건축·토목·시공,건설업
,토공사업,건설·건축·토목·시공,건설업
,화학섬유직물직조업,섬유·의류·패션,제조·화학
,자동차차체용신품부품제조업,기계·설비·자동차,제조·화학
,차체특장차제조업,기계·설비·자동차,제조·화학
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,종이원지판지종이상자도매업,유통·무역·상사,판매∙유통
,주철관제조업,금속·재료·철강·요업,제조·화학
,금속류해체선별업,금속·재료·철강·요업,제조·화학
,복합비료화학비료제조업,석유·화학·에너지,제조·화학
,반도체디스플레이제조용기계제조업,반도체·광학·LCD,제조·화학
,증류기열교환기가스발생기제조업,기계·설비·자동차,제조·화학
,제철제강업,금속·재료·철강·요업,제조·화학
,위험물품보관업,운송·운수·물류,판매∙유통
,임시일용인력공급업,시설관리·경비·용역,서비스업
,배관난방공사업,환경·설비,건설업
,건물설비설치공사업,건설·건축·토목·시공,건설업
,부동산관련서비스업,부동산·임대·중개,건설업
,소독구충방제서비스업,시설관리·경비·용역,서비스업
,냉간압연압출제품제조업,석유·화학·에너지,제조·화학
,제철제강합금철제조업,금속·재료·철강·요업,제조·화학
,부동산업,부동산·임대·중개,건설업
,기체펌프압축기제조업,기계·설비·자동차,제조·화학
,일반화물자동차운송업,운송·운수·물류,판매∙유통
,엔지니어링서비스업,연구소·컨설팅·조사,기관∙협회
,지주회사,기타금융,은행·금융업
,철강선제조업,금속·재료·철강·요업,제조·화학
,냉간압연압출제품제조업,석유·화학·에너지,제조·화학
,사업시설유지관리서비스업,시설관리·경비·용역,서비스업
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,자동차차체용신품부품제조업,기계·설비·자동차,제조·화학
,자동차신품부품제조업,기계·설비·자동차,제조·화학
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,대형마트,판매,판매∙유통
,백화점,판매,판매∙유통
,가정용전기기기제조업,생활용품·소비재·사무,제조·화학
,남자용겉옷제조업,섬유·의류·패션,제조·화학
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,봉제의복제조업,섬유·의류·패션,제조·화학
,종합건설업,건설·건축·토목·시공,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,여행사업,호텔·여행·항공,서비스업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,선박구성부분품제조업,조선·항공·우주,제조·화학
,사진장비광학기기제조업,기계·설비·자동차,제조·화학
,비주거용건물개발공급업,건설·건축·토목·시공,건설업
,자동차차체용신품부품제조업,기계·설비·자동차,제조·화학
,자동차용신품동력전달장치제조업,기계·설비·자동차,제조·화학
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,자동차신품부품제조업,기계·설비·자동차,제조·화학
,지정폐기물처리업,환경,제조·화학
,컴퓨터시스템통합자문구축관리업,IT컨설팅,IT·웹·통신
,생물학적제제제조업,석유·화학·에너지,제조·화학
,전문도매업,유통·무역·상사,판매∙유통
,안경안경렌즈제조업,생활용품·소비재·사무,제조·화학
,항만여객운송업,운송·운수·물류,판매∙유통
,시내버스운송업,운송·운수·물류,판매∙유통
,의료용품도매업,유통·무역·상사,판매∙유통
,주거용건물건설업,건설·건축·토목·시공,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,전자부품제조업,전기·전자·제어,제조·화학
,부동산개발공급업,건설·건축·토목·시공,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,천연혼합조제조미료제조업,식품가공·개발,제조·화학
,천연혼합조제조미료제조업,식품가공·개발,제조·화학
,지주회사,기타금융,은행·금융업
,전자상거래소매중개업,유통·무역·상사,판매∙유통
,과실채소가공저장처리업,식품가공·개발,제조·화학
,의료정밀과학기기도매업,유통·무역·상사,판매∙유통
,업종미분류,,업종미분류
,통관대리관련서비스업,호텔·여행·항공,서비스업
,남자용겉옷제조업,섬유·의류·패션,제조·화학
,안경안경렌즈제조업,생활용품·소비재·사무,제조·화학
